District Name,School Code,School Name,SBE District,EVAAS Growth Status,EVAAS Growth Index,Percent Participation Targets Met,ACT Percent,ACT WorkKeys Percent,Passing NC Math 3 Percent,4-Year Cohort Graduation Rate Percent,5-Year Cohort Graduation Rate Percent,Graduation Project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600412,Hidden Valley Elementary,Southwest,Met,-0.38,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600413,Highland Mill Montessori,Southwest,Met,-0.43,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600414,Highland Renaissance Academy,Southwest,NotMet,-2.05,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600415,Hopewell High,Southwest,NotMet,-2.07,83.8,40.9,82.8,>95,89.2,92.4,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600416,Hornets Nest Elementary,Southwest,NotMet,-3.43,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600418,Croft Community Elementary,Southwest,Met,-1.68,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600420,Huntersville Elementary,Southwest,Met,-0.37,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600422,Huntingtowne Farms Elementary,Southwest,Met,-0.71,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600424,Idlewild Elementary,Southwest,Met,0.96,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600426,Independence High,Southwest,Exceeded,10.94,85.1,53.2,75.6,>95,89.3,91.5,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600428,James Martin Middle,Southwest,NotMet,-2.45,95.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600429,Morehead STEM Academy,Southwest,Met,-1.06,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600431,Jay M Robinson Middle,Southwest,Exceeded,6.12,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600432,Joseph W Grier Academy,Southwest,NotMet,-3.45,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600433,J.V. Washam Elementary,Southwest,Met,1.52,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600434,Kennedy Middle,Southwest,NotMet,-3.34,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600435,Trillium Springs Montessori,Southwest,Met,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600436,Lake Wylie Elementary,Southwest,Exceeded,2.66,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600437,Ballantyne Elementary,Southwest,Exceeded,3.89,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600438,Lansdowne Elementary,Southwest,Met,-0.12,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600439,Turning Point Academy,Southwest,NotMet,-10.17,0.0,*,,,<5,<5,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600440,Lebanon Road Elementary,Southwest,Met,0.18,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600442,Blythe Elementary,Southwest,Met,-0.71,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600443,Levine Middle College High,Southwest,,,100.0,>95,>95,>95,>95,>95,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600444,Long Creek Elementary,Southwest,Met,-0.45,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600445,Mallard Creek High,Southwest,Exceeded,2.78,73.3,50.5,70.5,>95,>95,>95,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600446,Mallard Creek Elementary,Southwest,NotMet,-3.58,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600447,Matthews Elementary,Southwest,Met,-0.66,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600448,Martin Luther King Jr Middle,Southwest,Met,-1.08,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600449,McAlpine Elementary,Southwest,Met,-1.28,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600450,McClintock Middle,Southwest,NotMet,-2.05,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600451,McKee Road Elementary,Southwest,Exceeded,3.7,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600453,Merry Oaks International Academy,Southwest,Exceeded,4.81,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600454,Metro School,Southwest,,,,,,,<5,<5,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600455,Mint Hill Middle,Southwest,NotMet,-4.71,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600457,Rocky River High,Southwest,Met,-0.55,65.6,23.5,60.0,>95,94.1,89.5,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600459,Montclaire Elementary,Southwest,Exceeded,3.93,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600461,Lincoln Heights Academy,Southwest,Met,-0.19,22.2,,,,*,*,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600462,Mountain Island Lake Academy,Southwest,Met,-1.47,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600463,River Oaks Academy,Southwest,Met,0.45,81.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600464,Myers Park Traditional,Southwest,NotMet,-2.29,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600466,Myers Park High,Southwest,Exceeded,3.03,61.9,76.4,74.1,94.9,94.2,94.4,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600468,Nathaniel Alexander Elementary,Southwest,Met,-0.28,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600471,Nations Ford Elementary,Southwest,Exceeded,5.51,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600474,Newell Elementary,Southwest,Met,1.22,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600478,J H Gunn Elementary,Southwest,NotMet,-3.13,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600479,Northeast Middle,Southwest,NotMet,-2.31,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600480,North Mecklenburg High,Southwest,NotMet,-2.4,73.2,43.1,58.9,>95,>95,94.5,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600481,Northridge Middle,Southwest,NotMet,-3.71,94.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600482,Northwest School of the Arts,Southwest,Met,1.75,100.0,75.6,*,>95,>95,>95,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600484,Oakhurst STEAM Academy,Southwest,Met,0.7,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600485,Oakdale Elementary,Southwest,NotMet,-2.63,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600488,Oaklawn Language Academy,Southwest,NotMet,-4.5,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600489,Bruns Academy,Southwest,Met,-0.16,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600491,Olde Providence Elementary,Southwest,Met,0.82,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600492,Park Road Montessori,Southwest,Met,-0.44,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600493,Palisades Park Elementary,Southwest,Exceeded,3.69,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600494,Paw Creek Elementary,Southwest,Met,1.27,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600496,Phillip O Berry Academy of Technology,Southwest,Met,-0.35,97.0,55.5,76.0,>95,>95,>95,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600497,Piedmont IB Middle,Southwest,Met,0.33,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600498,Performance Learning Center,Southwest,NotMet,-5.19,91.7,38.1,*,90.5,93.0,91.8,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600499,eLearning Academy,Southwest,NotMet,-4.77,8.3,77.4,*,>95,>95,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600500,Pineville Elementary,Southwest,Exceeded,6.37,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600501,Pinewood Elementary,Southwest,Met,1.15,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600503,Piney Grove Elementary,Southwest,Met,-0.08,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600507,Providence Spring Elementary,Southwest,Exceeded,2.54,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600508,Providence High,Southwest,Exceeded,7.29,100.0,91.1,>95,>95,>95,>95,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600509,Quail Hollow Middle,Southwest,NotMet,-2.09,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600512,Rama Road Elementary,Southwest,Met,1.68,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600513,Randolph Middle,Southwest,NotMet,-2.74,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600514,Ranson Middle,Southwest,Met,-1.1,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600516,Reedy Creek Elementary,Southwest,Met,1.22,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600517,Reid Park Academy,Southwest,Met,-0.6,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600518,Ridge Road Middle,Southwest,Met,0.63,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600519,Sedgefield Elementary,Southwest,NotMet,-4.51,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600520,Sedgefield Middle,Southwest,NotMet,-5.34,95.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600521,Stoney Creek Elementary,Southwest,Met,0.66,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600522,Selwyn Elementary,Southwest,Met,-0.4,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600527,Shamrock Gardens Elementary,Southwest,Met,1.5,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600530,Sharon Elementary,Southwest,Met,1.3,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600532,Waddell Language Academy,Southwest,NotMet,-5.4,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600534,Smithfield Elementary,Southwest,Met,0.16,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600535,South Mecklenburg High,Southwest,Exceeded,9.01,80.4,63.1,81.0,>95,93.0,94.1,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600537,South Charlotte Middle,Southwest,Exceeded,2.15,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600538,Southwest Middle School,Southwest,Exceeded,3.53,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600545,Starmount Acad of Excellence,Southwest,Met,-0.94,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600546,Statesville Road Elementary,Southwest,NotMet,-2.75,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600549,Steele Creek Elementary,Southwest,Met,0.83,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600550,Sterling Elementary,Southwest,Met,0.24,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600553,Thomasboro Academy,Southwest,NotMet,-2.98,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600557,Torrence Creek Elementary,Southwest,Met,1.36,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600558,Grand Oak Elementary,Southwest,Met,0.73,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600562,Tuckaseegee Elementary,Southwest,NotMet,-4.13,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600565,University Park Creative Arts,Southwest,Met,-0.68,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600566,University Meadows Elementary,Southwest,NotMet,-2.49,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600567,Charlotte Engineering Early College-UNCC,Southwest,Met,-1.19,100.0,78.0,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600571,Irwin Academic Center,Southwest,Met,0.13,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600574,Walter G Byers School,Southwest,Met,-0.64,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600576,West Charlotte High,Southwest,Exceeded,2.5,28.6,17.6,42.9,>95,88.1,87.5,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600577,Westerly Hills Academy,Southwest,Exceeded,4.25,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600579,West Mecklenburg High,Southwest,NotMet,-3.88,21.2,21.4,48.3,>95,81.4,87.7,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600586,Winding Springs Elementary,Southwest,NotMet,-3.68,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600587,Windsor Park Elementary,Southwest,Met,0.3,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600588,Winget Park Elementary,Southwest,NotMet,-4.72,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600589,Winterfield Elementary,Southwest,Met,-1.04,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600590,River Gate Elementary,Southwest,Exceeded,3.2,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600592,Vance High,Southwest,Met,-1.43,82.4,27.5,66.2,>95,90.8,87.4,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600693,Olympic High - Renaissance School,Southwest,NotMet,-4.03,72.0,49.6,*,>95,90.4,93.5,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600694,Olympic High-Math Eng Tech Science,Southwest,Met,0.54,96.3,65.7,90.7,>95,>95,>95,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600695,Olympic TEAM High School,Southwest,Met,-0.5,63.2,25.6,76.5,>95,>95,*,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600696,Olympic High-Leadership and Development,Southwest,NotMet,-3.86,21.1,26.3,*,>95,88.2,88.8,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte-Mecklenburg Schools,600697,Olympic High - Biotech Health Pub Admin,Southwest,Exceeded,4.99,84.0,53.2,84.6,>95,>95,>95,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitchell County Schools,610,Mitchell County Schools,Northwest,,,100.0,66.5,87.2,>95,87.6,86.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitchell County Schools,610302,Bowman Middle,Northwest,NotMet,-2.65,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitchell County Schools,610310,Deyton Elementary,Northwest,Exceeded,3.62,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitchell County Schools,610320,Gouge Elementary,Northwest,Exceeded,6.19,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitchell County Schools,610322,Greenlee Primary,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitchell County Schools,610326,Harris Middle,Northwest,NotMet,-3.52,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitchell County Schools,610332,Mayland Early College,Northwest,Met,0.62,100.0,80.6,*,>95,76.2,87.5,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitchell County Schools,610334,Mitchell High,Northwest,Met,1.39,100.0,63.0,86.7,>95,89.5,86.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montgomery County Schools,620,Montgomery County Schools,Sandhills,,,95.4,46.2,70.9,>95,89.8,88.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montgomery County Schools,620310,Montgomery Learning Academy,Sandhills,NotMet,-5.53,100.0,10.0,*,>95,56.0,54.2,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montgomery County Schools,620312,Candor Elementary,Sandhills,Met,0.67,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montgomery County Schools,620314,East Middle,Sandhills,Met,0.47,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montgomery County Schools,620316,East Montgomery High,Sandhills,Exceeded,8.66,92.3,48.3,82.5,>95,>95,93.5,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montgomery County Schools,620318,Green Ridge Elementary,Sandhills,Met,0.35,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
