District Name,School Code,School Name,SBE District,EVAAS Growth Status,EVAAS Growth Index,Percent Participation Targets Met,ACT Percent,ACT WorkKeys Percent,Passing NC Math 3 Percent,4-Year Cohort Graduation Rate Percent,5-Year Cohort Graduation Rate Percent,Graduation Project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stokes County Schools,850360,Stokes Early College,Piedmont-Triad,Met,-1.01,100.0,91.2,,>95,>95,>95,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surry County Schools,860,Surry County Schools,Piedmont-Triad,,,97.0,57.9,69.7,>95,90.6,91.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surry County Schools,860302,Cedar Ridge Elementary,Piedmont-Triad,Met,1.96,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surry County Schools,860306,Central Middle,Piedmont-Triad,Exceeded,3.69,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surry County Schools,860308,Copeland Elementary,Piedmont-Triad,Met,-0.52,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surry County Schools,860312,Dobson Elementary,Piedmont-Triad,Met,0.04,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surry County Schools,860316,East Surry High,Piedmont-Triad,Met,-0.21,90.0,72.0,76.5,>95,93.6,93.5,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surry County Schools,860320,Flat Rock Elementary,Piedmont-Triad,Exceeded,2.48,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surry County Schools,860324,Franklin Elementary,Piedmont-Triad,Met,1.95,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surry County Schools,860326,J Sam Gentry Middle,Piedmont-Triad,NotMet,-2.65,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surry County Schools,860330,Meadowview Magnet Middle,Piedmont-Triad,NotMet,-2.76,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surry County Schools,860332,Mountain Park Elementary,Piedmont-Triad,Met,1.36,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surry County Schools,860336,North Surry High,Piedmont-Triad,Met,-0.86,88.9,44.5,60.2,>95,85.6,85.6,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surry County Schools,860339,Pilot Mountain Elementary,Piedmont-Triad,Met,0.94,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surry County Schools,860340,Pilot Mountain Middle,Piedmont-Triad,Met,0.38,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surry County Schools,860344,Rockford Elementary,Piedmont-Triad,Met,1.91,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surry County Schools,860348,Shoals Elementary,Piedmont-Triad,Met,-1.75,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surry County Schools,860352,Surry Central High,Piedmont-Triad,Met,0.46,92.6,49.7,73.7,>95,92.7,93.8,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surry County Schools,860354,Surry Early College,Piedmont-Triad,Exceeded,5.15,100.0,88.2,*,>95,>95,>95,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surry County Schools,860356,Westfield Elementary,Piedmont-Triad,Met,-0.47,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surry County Schools,860360,White Plains Elementary,Piedmont-Triad,Met,-0.18,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elkin City Schools,861,Elkin City Schools,Piedmont-Triad,,,100.0,72.0,84.6,>95,94.1,>95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elkin City Schools,861304,Elkin Elementary,Piedmont-Triad,Met,-1.53,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elkin City Schools,861308,Elkin High,Piedmont-Triad,Exceeded,5.5,100.0,72.0,84.6,>95,94.1,>95,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elkin City Schools,861312,Elkin Middle,Piedmont-Triad,Exceeded,2.14,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mount Airy City Schools,862,Mount Airy City Schools,Piedmont-Triad,,,100.0,73.3,85.0,>95,88.4,90.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mount Airy City Schools,862308,Bruce H Tharrington Elem,Piedmont-Triad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mount Airy City Schools,862310,Jones Elementary,Piedmont-Triad,Exceeded,7.37,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mount Airy City Schools,862312,Mount Airy High,Piedmont-Triad,Exceeded,2.69,100.0,73.3,85.0,>95,88.4,90.4,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mount Airy City Schools,862316,Mount Airy Middle,Piedmont-Triad,Met,-0.39,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swain County Schools,870,Swain County Schools,Western,,,100.0,56.4,79.3,94.4,83.1,80.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swain County Schools,870314,Swain County High School,Western,NotMet,-5.67,100.0,56.4,79.3,94.4,83.1,80.5,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swain County Schools,870318,Swain County Middle School,Western,NotMet,-3.99,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swain County Schools,870320,Swain County East Elementary,Western,Met,1.19,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swain County Schools,870324,Swain County West Elementary,Western,Met,1.03,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transylvania County Schools,880,Transylvania County Schools,Western,,,100.0,65.4,66.3,90.2,86.4,85.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transylvania County Schools,880304,Brevard Elementary,Western,Met,-0.32,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transylvania County Schools,880308,Brevard High,Western,NotMet,-5.03,100.0,70.7,69.8,92.2,>95,92.6,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transylvania County Schools,880312,Brevard Middle,Western,Met,-1.5,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transylvania County Schools,880318,Pisgah Forest Elementary,Western,NotMet,-2.3,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transylvania County Schools,880320,Davidson River School,Western,NotMet,-4.38,100.0,17.6,58.3,35.7,30.0,28.0,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transylvania County Schools,880324,Rosman Elementary,Western,Met,-0.45,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transylvania County Schools,880328,Rosman High,Western,NotMet,-2.91,100.0,63.9,61.8,>95,>95,>95,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transylvania County Schools,880330,Rosman Middle,Western,NotMet,-2.63,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transylvania County Schools,880336,T C Henderson,Western,Met,-1.12,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyrrell County Schools,890,Tyrrell County Schools,Northeast,,,100.0,48.8,93.8,>95,92.3,91.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyrrell County Schools,890304,Columbia High,Northeast,Met,-1.07,100.0,48.8,93.8,>95,92.3,91.9,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyrrell County Schools,890306,Columbia Middle,Northeast,Exceeded,3.35,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyrrell County Schools,890308,Tyrrell Elementary,Northeast,Met,-1.04,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union County Public Schools,900,Union County Public Schools,Southwest,,,98.9,75.0,80.6,>95,92.5,93.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union County Public Schools,900302,Antioch Elementary,Southwest,Exceeded,2.51,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union County Public Schools,900303,Rea View Elementary,Southwest,Met,-0.44,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union County Public Schools,900304,Benton Heights Elementary,Southwest,Exceeded,2.53,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union County Public Schools,900305,New Town Elementary,Southwest,Exceeded,2.82,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union County Public Schools,900306,East Elementary,Southwest,Exceeded,3.76,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union County Public Schools,900307,Rocky River Elementary,Southwest,Met,0.58,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union County Public Schools,900308,East Union Middle,Southwest,NotMet,-6.77,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union County Public Schools,900310,Cuthbertson Middle,Southwest,Exceeded,4.17,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union County Public Schools,900311,Cuthbertson High,Southwest,Exceeded,10.92,100.0,89.4,89.9,>95,>95,>95,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union County Public Schools,900312,Fairview Elementary,Southwest,Met,0.48,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union County Public Schools,900314,Monroe Middle,Southwest,NotMet,-2.83,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union County Public Schools,900316,Forest Hills High,Southwest,NotMet,-3.93,94.3,38.6,64.1,>95,81.0,84.1,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union County Public Schools,900318,Hemby Bridge Elementary,Southwest,Met,-0.13,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union County Public Schools,900320,Indian Trail Elementary,Southwest,Met,1.64,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union County Public Schools,900328,Kensington Elementary,Southwest,Met,1.41,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union County Public Schools,900332,Marshville Elementary,Southwest,Met,1.97,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union County Public Schools,900334,Marvin Elementary,Southwest,Met,-1.35,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union County Public Schools,900336,Monroe High,Southwest,NotMet,-4.29,100.0,45.5,46.6,>95,82.9,87.2,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union County Public Schools,900340,New Salem Elementary,Southwest,NotMet,-3.07,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union County Public Schools,900341,Porter Ridge Elementary,Southwest,Met,0.1,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union County Public Schools,900342,Porter Ridge High School,Southwest,Exceeded,5.46,100.0,67.5,74.3,>95,94.0,93.2,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union County Public Schools,900343,Porter Ridge Middle School,Southwest,Met,-1.82,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union County Public Schools,900344,Parkwood High,Southwest,Met,-1.26,100.0,68.6,70.6,>95,90.8,94.4,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union County Public Schools,900346,Parkwood Middle,Southwest,Met,1.23,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union County Public Schools,900347,Poplin Elementary,Southwest,Met,-1.25,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union County Public Schools,900348,Piedmont High,Southwest,Exceeded,9.72,100.0,77.4,84.4,>95,94.6,>95,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union County Public Schools,900350,Piedmont Middle,Southwest,Met,0.79,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union County Public Schools,900351,Rock Rest Elementary,Southwest,Met,-0.55,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union County Public Schools,900352,Prospect Elementary,Southwest,Met,-1.99,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union County Public Schools,900353,Sandy Ridge Elementary,Southwest,Exceeded,6.61,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union County Public Schools,900354,Sardis Elementary,Southwest,Exceeded,6.17,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union County Public Schools,900356,Shiloh Elementary,Southwest,Met,-0.82,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union County Public Schools,900358,Stallings Elementary,Southwest,Exceeded,2.05,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union County Public Schools,900360,Sun Valley High,Southwest,Met,1.93,100.0,66.6,81.0,>95,88.3,87.5,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union County Public Schools,900362,Sun Valley Middle,Southwest,NotMet,-4.17,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union County Public Schools,900363,Sun Valley Elementary,Southwest,Exceeded,4.39,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union County Public Schools,900364,Union Elementary,Southwest,Exceeded,3.98,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union County Public Schools,900365,South Providence,Southwest,NotMet,-5.26,50.0,30.0,27.3,86.1,87.3,86.9,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union County Public Schools,900366,Central Academy of Technology and Arts,Southwest,Exceeded,10.23,100.0,>95,92.2,>95,>95,>95,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union County Public Schools,900367,Union County Early College,Southwest,Exceeded,4.63,100.0,>95,,>95,>95,>95,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union County Public Schools,900368,Unionville Elementary,Southwest,Exceeded,6.31,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union County Public Schools,900370,Walter Bickett Elementary,Southwest,NotMet,-3.75,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union County Public Schools,900372,Waxhaw Elementary,Southwest,NotMet,-2.78,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union County Public Schools,900376,Weddington Elementary,Southwest,Met,1.33,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union County Public Schools,900377,Weddington High,Southwest,Exceeded,4.25,100.0,89.4,90.8,>95,>95,>95,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union County Public Schools,900378,Weddington Middle,Southwest,Exceeded,6.07,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union County Public Schools,900380,Wesley Chapel Elementary,Southwest,Met,-1.03,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union County Public Schools,900384,Western Union Elementary,Southwest,Exceeded,4.3,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union County Public Schools,900388,Wingate Elementary,Southwest,Exceeded,4.68,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union County Public Schools,900391,Marvin Ridge Middle,Southwest,Exceeded,3.29,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union County Public Schools,900392,Wolfe School,Southwest,,,100.0,,,,<5,*,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union County Public Schools,900393,Marvin Ridge High,Southwest,Exceeded,10.87,100.0,93.6,>95,>95,>95,>95,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vance County Schools,910,Vance County Schools,North Central,,,84.1,27.2,58.5,>95,81.9,83.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vance County Schools,910304,Aycock Elementary,North Central,NotMet,-3.39,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vance County Schools,910308,Carver Elementary,North Central,NotMet,-6.95,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vance County Schools,910311,Clarke Elementary,North Central,Met,-0.88,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vance County Schools,910314,Dabney Elementary,North Central,Met,-0.69,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vance County Schools,910316,Eaton-Johnson Middle,North Central,NotMet,-7.55,87.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vance County Schools,910320,Henderson Middle,North Central,NotMet,-4.84,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vance County Schools,910340,New Hope Elementary,North Central,NotMet,-4.41,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vance County Schools,910346,E O Young Jr Elementary,North Central,Met,0.33,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vance County Schools,910356,Pinkston Street Elementary,North Central,NotMet,-3.32,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vance County Schools,910360,E M Rollins Elementary,North Central,NotMet,-6.21,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vance County Schools,910364,Southern Vance High,North Central,NotMet,-2.5,74.2,18.1,62.8,>95,80.1,82.9,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vance County Schools,910368,Western Vance High,North Central,NotMet,-2.19,0.0,<5,*,>95,>95,90.5,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vance County Schools,910370,Northern Vance High,North Central,NotMet,-11.01,92.0,28.1,52.9,>95,81.9,83.9,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vance County Schools,910376,L B Yancey Elementary,North Central,Exceeded,2.02,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vance County Schools,910380,Zeb Vance Elementary,North Central,Exceeded,3.08,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vance County Schools,910382,Vance Co Early College,North Central,Exceeded,5.22,100.0,70.5,,>95,>95,>95,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vance County Schools,910384,STEM Early High,North Central,NotMet,-8.39,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wake County Schools,920,Wake County Schools,North Central,,,86.6,67.9,81.0,93.4,88.5,88.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wake County Schools,920302,River Bend Elementary,North Central,Met,1.02,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wake County Schools,920303,Abbotts Creek Elementary,North Central,Met,1.22,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wake County Schools,920304,Adams Elementary,North Central,NotMet,-6.8,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wake County Schools,920306,Herbert Akins Rd Elementary,North Central,Met,1.03,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wake County Schools,920307,Alston Ridge Elementary,North Central,NotMet,-3.15,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wake County Schools,920308,Apex Elementary,North Central,NotMet,-3.12,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wake County Schools,920312,Apex Middle,North Central,Met,0.3,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wake County Schools,920316,Apex High,North Central,NotMet,-2.69,86.7,82.3,92.5,92.8,>95,>95,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wake County Schools,920317,Apex Friendship High,North Central,Met,1.28,94.6,80.1,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wake County Schools,920318,Athens Drive High,North Central,Exceeded,3.12,60.0,61.2,77.5,91.5,88.2,86.6,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wake County Schools,920320,Aversboro Elementary,North Central,Met,-1.47,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wake County Schools,920324,Longview,North Central,Met,-0.89,0.0,*,,72.2,8.8,24.2,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wake County Schools,920325,Banks Road Elementary,North Central,Met,0.82,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wake County Schools,920326,Baileywick Road Elementary,North Central,NotMet,-2.64,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
