District Name,School Code,School Name,SBE District,EVAAS Growth Status,Percent Participation,ACT Percent,ACT WorkKeys Percent,Passing Math III Percent,4-Year Cohort Graduation Rate Percent,5-Year Cohort Graduation Rate Percent,Graduation Project
Caldwell County Schools,140372,Lower Creek Elementary,Northwest Region,Met,100.0,,,,,,
Caldwell County Schools,140376,Oak Hill Elementary,Northwest Region,Exceeded,100.0,,,,,,
Caldwell County Schools,140384,Sawmills Elementary,Northwest Region,Met,100.0,,,,,,
Caldwell County Schools,140386,South Caldwell High,Northwest Region,NotMet,100.0,62.7,84.6,95.0,91.7,92.1,N
Caldwell County Schools,140388,Valmead Elementary,Northwest Region,NotMet,100.0,,,,,,
Caldwell County Schools,140390,West Caldwell High,Northwest Region,NotMet,100.0,44.0,68.6,95.0,89.1,91.6,N
Caldwell County Schools,140392,West Lenoir Elementary,Northwest Region,Met,100.0,,,,,,
Caldwell County Schools,140396,Whitnel Elementary,Northwest Region,Exceeded,100.0,,,,,,
Camden County Schools,150,Camden County Schools,Northeast Region,,100.0,77.4,93.6,95.0,89.5,90.4,
Camden County Schools,150304,Camden County High,Northeast Region,Met,100.0,74.3,94.7,95.0,89.2,90.7,Y
Camden County Schools,150308,Grandy Primary,Northeast Region,Exceeded,100.0,,,,,,
Camden County Schools,150310,Camden Intermediate,Northeast Region,Met,100.0,,,,,,
Camden County Schools,150312,Camden Middle,Northeast Region,Met,100.0,,,,,,
Camden County Schools,150700,CamTech High,Northeast Region,NotMet,100.0,89.3,,95.0,94.9,89.8,Y
Carteret County Public Schools,160,Carteret County Public Schools,Southeast Region,,100.0,79.3,85.5,95.0,87.3,87.6,
Carteret County Public Schools,160304,Atlantic Elementary,Southeast Region,Met,100.0,,,,,,
Carteret County Public Schools,160306,Bogue Sound Elementary,Southeast Region,Met,100.0,,,,,,
Carteret County Public Schools,160308,Beaufort Elementary,Southeast Region,NotMet,100.0,,,,,,
Carteret County Public Schools,160309,Bridges School,Southeast Region,,,,,,,,N
Carteret County Public Schools,160310,Beaufort Middle,Southeast Region,NotMet,100.0,,,,,,
Carteret County Public Schools,160311,Broad Creek Middle,Southeast Region,Met,100.0,,,,,,
Carteret County Public Schools,160313,East Carteret High,Southeast Region,Exceeded,100.0,68.2,69.2,95.0,95.0,85.3,N
Carteret County Public Schools,160314,Croatan High,Southeast Region,Exceeded,100.0,90.1,93.6,95.0,90.6,90.5,N
Carteret County Public Schools,160316,Harkers Island Elementary,Southeast Region,NotMet,100.0,,,,,,
Carteret County Public Schools,160317,Morehead Elem at Camp Glenn,Southeast Region,NotMet,100.0,,,,,,
Carteret County Public Schools,160318,Morehead City Middle,Southeast Region,Exceeded,100.0,,,,,,
Carteret County Public Schools,160322,Morehead City Primary,Southeast Region,Met,100.0,,,,,,
Carteret County Public Schools,160324,Newport Elementary,Southeast Region,NotMet,100.0,,,,,,
Carteret County Public Schools,160326,Newport Middle,Southeast Region,Met,100.0,,,,,,
Carteret County Public Schools,160332,Down East Middle and Smyrna Elementary,Southeast Region,Met,100.0,,,,,,
Carteret County Public Schools,160344,West Carteret High,Southeast Region,Exceeded,96.7,75.9,90.5,95.0,83.1,87.5,Y
Carteret County Public Schools,160352,White Oak Elementary,Southeast Region,Exceeded,100.0,,,,,,
Caswell County Schools,170,Caswell County Schools,Piedmont Triad Region,,94.1,32.4,78.4,95.0,75.4,76.6,
Caswell County Schools,170316,Bartlett Yancey High,Piedmont Triad Region,NotMet,89.3,32.4,78.4,95.0,75.4,76.6,N
Caswell County Schools,170334,North Elementary,Piedmont Triad Region,NotMet,100.0,,,,,,
Caswell County Schools,170338,N L Dillard Middle,Piedmont Triad Region,NotMet,100.0,,,,,,
Caswell County Schools,170339,Oakwood Elementary,Piedmont Triad Region,Met,100.0,,,,,,
Caswell County Schools,170342,South Elementary,Piedmont Triad Region,Met,100.0,,,,,,
Caswell County Schools,170344,Stoney Creek Elementary,Piedmont Triad Region,Met,100.0,,,,,,
Catawba County Schools,180,Catawba County Schools,Northwest Region,,94.1,62.0,73.8,94.3,89.8,91.0,
Catawba County Schools,180302,Harry M Arndt Middle,Northwest Region,Exceeded,100.0,,,,,,
Catawba County Schools,180304,Balls Creek Elementary,Northwest Region,Met,100.0,,,,,,
Catawba County Schools,180308,Bandys High,Northwest Region,Exceeded,100.0,61.5,67.0,95.0,95.0,94.0,N
Catawba County Schools,180312,Banoak Elementary,Northwest Region,NotMet,100.0,,,,,,
Catawba County Schools,180316,Blackburn Elementary,Northwest Region,NotMet,100.0,,,,,,
Catawba County Schools,180320,Bunker Hill High,Northwest Region,Met,93.9,45.8,73.3,88.9,93.1,86.9,N
Catawba County Schools,180323,Catawba Rosenwald Education Center,Northwest Region,,,,,,,50.0,N
Catawba County Schools,180324,Catawba Elementary School,Northwest Region,Met,100.0,,,,,,
Catawba County Schools,180325,Challenger Early College High,Northwest Region,Exceeded,100.0,95.0,,95.0,95.0,95.0,N
Catawba County Schools,180326,Charles H Tuttle Elementary,Northwest Region,Met,100.0,,,,,,
Catawba County Schools,180332,Claremont Elementary,Northwest Region,Exceeded,100.0,,,,,,
Catawba County Schools,180336,Clyde Campbell Elementary,Northwest Region,Exceeded,100.0,,,,,,
Catawba County Schools,180340,Fred T Foard High,Northwest Region,NotMet,100.0,67.0,80.8,95.0,92.5,93.7,N
Catawba County Schools,180342,Jacobs Fork Middle,Northwest Region,Met,100.0,,,,,,
Catawba County Schools,180343,Lyle Creek Elementary,Northwest Region,Met,100.0,,,,,,
Catawba County Schools,180344,Maiden Elementary,Northwest Region,Met,100.0,,,,,,
Catawba County Schools,180346,Maiden Middle School,Northwest Region,NotMet,100.0,,,,,,
Catawba County Schools,180348,Maiden High,Northwest Region,Met,89.7,60.2,74.7,94.0,84.7,91.0,N
Catawba County Schools,180352,Mill Creek Middle,Northwest Region,Exceeded,100.0,,,,,,
Catawba County Schools,180356,Mountain View Elementary,Northwest Region,Met,100.0,,,,,,
Catawba County Schools,180360,Oxford Elementary,Northwest Region,Exceeded,100.0,,,,,,
Catawba County Schools,180364,River Bend Middle,Northwest Region,NotMet,100.0,,,,,,
Catawba County Schools,180368,Sherrills Ford Elementary,Northwest Region,Exceeded,100.0,,,,,,
Catawba County Schools,180372,Saint Stephens Elementary,Northwest Region,Met,100.0,,,,,,
Catawba County Schools,180376,Saint Stephens High,Northwest Region,Met,97.1,63.6,74.8,93.4,85.5,89.3,N
Catawba County Schools,180379,Snow Creek Elementary,Northwest Region,Met,100.0,,,,,,
Catawba County Schools,180380,Startown Elementary,Northwest Region,Met,100.0,,,,,,
Catawba County Schools,180388,Webb A Murray Elementary,Northwest Region,Met,100.0,,,,,,
Hickory City Schools,181,Hickory City Schools,Northwest Region,,88.2,60.4,65.8,95.0,84.7,87.1,
Hickory City Schools,181312,Northview Middle,Northwest Region,Exceeded,100.0,,,,,,
Hickory City Schools,181316,Grandview Middle,Northwest Region,NotMet,100.0,,,,,,
Hickory City Schools,181318,Hickory Career Arts Magnet High School,Northwest Region,NotMet,100.0,54.8,71.0,95.0,84.6,88.0,N
Hickory City Schools,181322,Hickory High,Northwest Region,NotMet,81.6,61.5,62.5,95.0,86.4,88.8,N
Hickory City Schools,181326,W M Jenkins Elementary,Northwest Region,Exceeded,100.0,,,,,,
Hickory City Schools,181332,Longview Elementary,Northwest Region,Exceeded,100.0,,,,,,
Hickory City Schools,181336,Oakwood Elementary,Northwest Region,Met,100.0,,,,,,
Hickory City Schools,181342,Southwest Elementary,Northwest Region,Met,100.0,,,,,,
Hickory City Schools,181344,Viewmont Elementary,Northwest Region,Exceeded,100.0,,,,,,
Newton Conover City Schools,182,Newton Conover City Schools,Northwest Region,,100.0,62.3,64.7,95.0,93.5,95.0,
Newton Conover City Schools,182304,Conover Special Education,Northwest Region,,,,,,,,N
Newton Conover City Schools,182316,Newton-Conover High,Northwest Region,NotMet,100.0,54.8,64.7,95.0,93.3,95.0,N
Newton Conover City Schools,182321,Newton-Conover Middle,Northwest Region,Met,100.0,,,,,,
Newton Conover City Schools,182322,Shuford Elementary,Northwest Region,NotMet,100.0,,,,,,
Newton Conover City Schools,182324,South Newton Elementary,Northwest Region,Met,100.0,,,,,,
Newton Conover City Schools,182328,North Newton Elementary,Northwest Region,Met,100.0,,,,,,
Newton Conover City Schools,182700,Discovery High School,Northwest Region,Met,100.0,88.7,,95.0,95.0,95.0,N
Chatham County Schools,190,Chatham County Schools,North Central Region,,95.9,69.3,77.4,94.2,86.7,88.7,
Chatham County Schools,190304,Bennett School,North Central Region,NotMet,100.0,,,,,,
Chatham County Schools,190308,Bonlee School,North Central Region,Met,100.0,,,,,,
Chatham County Schools,190310,SAGE Academy,North Central Region,Met,100.0,7.7,,26.3,95.0,90.4,Y
Chatham County Schools,190312,Chatham Middle,North Central Region,Met,100.0,,,,,,
Chatham County Schools,190316,Chatham Central High,North Central Region,Met,100.0,76.8,84.1,95.0,89.4,94.7,Y
Chatham County Schools,190328,Horton Middle,North Central Region,Met,100.0,,,,,,
Chatham County Schools,190332,J S Waters School,North Central Region,Met,100.0,,,,,,
Chatham County Schools,190336,Jordan Matthews High,North Central Region,Exceeded,100.0,60.7,80.5,95.0,86.0,86.2,Y
Chatham County Schools,190339,Margaret B. Pollard Middle,North Central Region,Met,100.0,,,,,,
Chatham County Schools,190340,Moncure School,North Central Region,Met,100.0,,,,,,
Chatham County Schools,190341,North Chatham Elementary,North Central Region,Met,100.0,,,,,,
Chatham County Schools,190342,Northwood High,North Central Region,Met,100.0,73.2,76.3,95.0,87.2,89.1,Y
Chatham County Schools,190346,Perry W Harrison Elementary,North Central Region,NotMet,100.0,,,,,,
Chatham County Schools,190348,Pittsboro Elementary,North Central Region,Met,100.0,,,,,,
Chatham County Schools,190350,Siler City Elementary,North Central Region,NotMet,100.0,,,,,,
Chatham County Schools,190352,Silk Hope School,North Central Region,NotMet,100.0,,,,,,
Chatham County Schools,190370,Virginia Cross Elementary,North Central Region,Met,100.0,,,,,,
Cherokee County Schools,200,Cherokee County Schools,Western Region,,100.0,59.7,73.5,95.0,91.4,93.3,
Cherokee County Schools,200304,Andrews Elementary,Western Region,Exceeded,100.0,,,,,,
Cherokee County Schools,200308,Andrews High,Western Region,Met,100.0,48.4,63.0,95.0,92.9,94.3,N
Cherokee County Schools,200310,Andrews Middle,Western Region,Met,100.0,,,,,,
Cherokee County Schools,200312,Hiwassee Dam Elementary/Middle,Western Region,Exceeded,100.0,,,,,,
Cherokee County Schools,200314,Hiwassee Dam High,Western Region,Met,100.0,66.7,72.7,95.0,95.0,95.0,N
Cherokee County Schools,200316,Marble Elementary,Western Region,Exceeded,100.0,,,,,,
Cherokee County Schools,200320,Martins Creek Elementary/Mid,Western Region,NotMet,100.0,,,,,,
Cherokee County Schools,200322,The Oaks Academy,Western Region,,,,,,,,N
Cherokee County Schools,200324,Murphy Elementary,Western Region,Met,100.0,,,,,,
Cherokee County Schools,200328,Murphy High,Western Region,NotMet,100.0,57.8,78.7,95.0,94.3,95.0,N
Cherokee County Schools,200330,Murphy Middle,Western Region,NotMet,100.0,,,,,,
Cherokee County Schools,200332,Peachtree Elementary,Western Region,Met,100.0,,,,,,
Cherokee County Schools,200336,Ranger Elementary/Middle,Western Region,NotMet,100.0,,,,,,
Cherokee County Schools,200350,Tri-County Early College High,Western Region,NotMet,87.5,81.5,,82.6,95.0,95.0,N
Edenton-Chowan Schools,210,Edenton-Chowan Schools,Northeast Region,,100.0,48.4,76.7,95.0,90.5,82.7,
Edenton-Chowan Schools,210304,Chowan Middle,Northeast Region,Met,100.0,,,,,,
Edenton-Chowan Schools,210306,D F Walker Elementary,Northeast Region,Exceeded,100.0,,,,,,
Edenton-Chowan Schools,210312,John A Holmes High,Northeast Region,NotMet,100.0,48.4,76.7,95.0,90.5,82.7,Y
Edenton-Chowan Schools,210316,White Oak Elementary,Northeast Region,,,,,,,,
Clay County Schools,220,Clay County Schools,Western Region,,100.0,79.7,71.8,95.0,81.6,80.5,
Clay County Schools,220308,Hayesville Elementary,Western Region,Met,100.0,,,,,,
Clay County Schools,220310,Hayesville High,Western Region,Exceeded,100.0,79.7,71.8,95.0,81.6,80.5,N
Clay County Schools,220312,Hayesville Middle,Western Region,Exceeded,100.0,,,,,,
Cleveland County Schools,230,Cleveland County Schools,Southwest Region,,98.7,57.7,77.2,95.0,88.2,87.3,
Cleveland County Schools,230304,Bethware Elementary,Southwest Region,Met,100.0,,,,,,
Cleveland County Schools,230308,Boiling Springs Elementary,Southwest Region,Met,100.0,,,,,,
Cleveland County Schools,230312,Burns High,Southwest Region,NotMet,97.0,50.4,78.6,95.0,89.8,91.5,N
Cleveland County Schools,230316,Burns Middle,Southwest Region,Met,100.0,,,,,,
Cleveland County Schools,230320,Casar Elementary,Southwest Region,Exceeded,100.0,,,,,,
Cleveland County Schools,230322,Cleveland ECHS,Southwest Region,Exceeded,100.0,82.0,,95.0,95.0,95.0,N
Cleveland County Schools,230324,Crest High,Southwest Region,NotMet,94.3,54.1,78.6,95.0,92.7,89.7,N
Cleveland County Schools,230328,Crest Middle,Southwest Region,NotMet,100.0,,,,,,
Cleveland County Schools,230330,Turning Point Academy,Southwest Region,NotMet,88.9,,,92.3,55.6,56.6,N
Cleveland County Schools,230334,East Elementary,Southwest Region,Exceeded,100.0,,,,,,
Cleveland County Schools,230336,Shelby Intermediate,Southwest Region,Exceeded,100.0,,,,,,
Cleveland County Schools,230340,Fallston Elementary,Southwest Region,NotMet,100.0,,,,,,
Cleveland County Schools,230342,Graham Elementary,Southwest Region,NotMet,100.0,,,,,,
Cleveland County Schools,230344,Grover Elementary,Southwest Region,Exceeded,100.0,,,,,,
Cleveland County Schools,230346,James Love Elementary,Southwest Region,Exceeded,100.0,,,,,,
Cleveland County Schools,230348,Jefferson Elementary,Southwest Region,Exceeded,100.0,,,,,,
Cleveland County Schools,230350,Kings Mountain High,Southwest Region,Exceeded,100.0,65.4,79.7,95.0,92.7,91.9,Y
Cleveland County Schools,230351,Kings Mountain Intermediate,Southwest Region,NotMet,100.0,,,,,,
Cleveland County Schools,230352,Kings Mountain Middle,Southwest Region,NotMet,100.0,,,,,,
Cleveland County Schools,230355,Marion Elementary,Southwest Region,Met,100.0,,,,,,
Cleveland County Schools,230357,North Elementary,Southwest Region,Exceeded,100.0,,,,,,
Cleveland County Schools,230359,North Shelby,Southwest Region,,100.0,,,,,,N
Cleveland County Schools,230361,Shelby High,Southwest Region,NotMet,100.0,54.4,70.3,95.0,87.6,90.0,N
Cleveland County Schools,230362,Shelby Middle,Southwest Region,Met,100.0,,,,,,
Cleveland County Schools,230364,Springmore Elementary,Southwest Region,Exceeded,100.0,,,,,,
Cleveland County Schools,230368,Township Three Elementary,Southwest Region,Met,100.0,,,,,,
Cleveland County Schools,230370,Union Elementary,Southwest Region,Met,100.0,,,,,,
Cleveland County Schools,230376,Washington Elementary,Southwest Region,Met,100.0,,,,,,
Cleveland County Schools,230380,West Elementary,Southwest Region,Met,100.0,,,,,,
Columbus County Schools,240,Columbus County Schools,SandHills Region,,95.7,47.8,76.6,95.0,81.5,86.2,
Columbus County Schools,240304,Acme Delco Middle,SandHills Region,NotMet,100.0,,,,,,
Columbus County Schools,240308,Acme Delco Elementary,SandHills Region,Met,100.0,,,,,,
Columbus County Schools,240328,Cerro Gordo Elementary,SandHills Region,Met,100.0,,,,,,
Columbus County Schools,240330,Chadbourn Middle,SandHills Region,Exceeded,100.0,,,,,,
Columbus County Schools,240332,Chadbourn Elementary,SandHills Region,Met,100.0,,,,,,
Columbus County Schools,240334,East Columbus High,SandHills Region,Met,94.7,48.1,77.8,95.0,85.4,83.5,N
Columbus County Schools,240344,Evergreen Elementary,SandHills Region,Met,100.0,,,,,,
Columbus County Schools,240352,Guideway Elementary,SandHills Region,Met,100.0,,,,,,
Columbus County Schools,240354,Hallsboro-Artesia Elementary,SandHills Region,Met,100.0,,,,,,
Columbus County Schools,240356,Hallsboro Middle,SandHills Region,Exceeded,100.0,,,,,,
Columbus County Schools,240368,Nakina Middle,SandHills Region,Met,100.0,,,,,,
Columbus County Schools,240370,Old Dock Elementary,SandHills Region,Met,100.0,,,,,,
Columbus County Schools,240371,South Columbus High,SandHills Region,NotMet,100.0,46.2,73.1,95.0,84.7,86.9,N
Columbus County Schools,240372,Tabor City Elementary,SandHills Region,NotMet,100.0,,,,,,
Columbus County Schools,240373,CCCA - Fair Bluff /Southeastern Campuses,SandHills Region,NotMet,80.0,73.2,92.9,95.0,84.6,93.9,N
Columbus County Schools,240376,Tabor City Middle,SandHills Region,Met,100.0,,,,,,
Columbus County Schools,240380,West Columbus High,SandHills Region,NotMet,90.9,37.3,74.2,95.0,85.1,89.8,N
Columbus County Schools,240388,Williams Township,SandHills Region,Met,100.0,,,,,,
Whiteville City Schools,241,Whiteville City Schools,SandHills Region,,98.1,57.6,73.1,95.0,85.1,86.2,
Whiteville City Schools,241304,Central Middle,SandHills Region,Met,100.0,,,,,,
Whiteville City Schools,241308,Edgewood Elementary,SandHills Region,Met,100.0,,,,,,
Whiteville City Schools,241312,North Whiteville Academy,SandHills Region,Met,,7.7,,95.0,90.0,85.7,N
Whiteville City Schools,241316,Whiteville High,SandHills Region,NotMet,92.6,61.6,73.1,95.0,87.1,88.5,N
Whiteville City Schools,241320,Whiteville Primary,SandHills Region,,,,,,,,
Craven County Schools,250,Craven County Schools,Southeast Region,,98.8,60.6,78.1,95.0,85.7,86.3,
Craven County Schools,250304,Albert H Bangert Elementary,Southeast Region,Exceeded,100.0,,,,,,
Craven County Schools,250306,Ben D Quinn Elementary,Southeast Region,Met,100.0,,,,,,
Craven County Schools,250308,Bridgeton Elementary,Southeast Region,Met,100.0,,,,,,
Craven County Schools,250312,Brinson Memorial Elementary,Southeast Region,NotMet,100.0,,,,,,
Craven County Schools,250314,Craven Early College High,Southeast Region,Met,100.0,77.8,,95.0,95.0,95.0,Y
Craven County Schools,250316,Creekside Elementary,Southeast Region,Exceeded,100.0,,,,,,
Craven County Schools,250320,Vanceboro-Farm Life Elementary,Southeast Region,Met,100.0,,,,,,
Craven County Schools,250321,Early College EAST High,Southeast Region,Met,100.0,77.1,,95.0,95.0,95.0,Y
Craven County Schools,250324,Grover C Fields Middle,Southeast Region,Met,100.0,,,,,,
Craven County Schools,250328,Graham A Barden Elementary,Southeast Region,Met,100.0,,,,,,
Craven County Schools,250332,H J MacDonald Middle,Southeast Region,Exceeded,100.0,,,,,,
Craven County Schools,250336,Havelock Elementary,Southeast Region,Exceeded,100.0,,,,,,
Craven County Schools,250340,Havelock High,Southeast Region,Met,96.9,59.8,86.7,95.0,91.5,90.3,Y
Craven County Schools,250344,Havelock Middle,Southeast Region,Exceeded,100.0,,,,,,
Craven County Schools,250348,J T Barber Elementary,Southeast Region,Exceeded,100.0,,,,,,
